rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6NpsaQyLvPLjtVLWc26GKu","Samra","Rohdiamant ٢٠٢٠","Urban",1,-1,1,"4100301"
2,"spotify:track:3tjFYV6RSFtuktYl3ZtYcq","24kGoldn, iann dior","Mood (feat. iann dior)","Records/Columbia",1,1,8,"3883217"
3,"spotify:track:7hxHWCCAIIxFLCzvDgnQHX","Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. NAV)","Internet Money Records / TenThousand Projects",3,3,8,"3231267"
4,"spotify:track:5ChtVY22XWHIpSgPtZZ6wB","Loredana, Delara","Checka","Loredana",2,2,2,"2715765"
5,"spotify:track:4pmbb2QmCMrfNT9kL0nVtG","Dardan, Hava","mailbox","Hypnotize Entertainment",5,-1,1,"2682372"
6,"spotify:track:7mrWTjhYctgEQb0lJKrVWy","KITSCHKRIEG, Jamule","Unterwegs","SoulForce/BMG",1,5,9,"2542046"
7,"spotify:track:6cx06DFPPHchuUAcTxznu9","Joel Corry, MNEK","Head & Heart (feat. MNEK)","Atlantic Records UK",6,6,13,"2436056"
8,"spotify:track:6cGm0z7kp0YtNiaGgDtmHW","Ufo361, Sonus030","Zweifel","Stay High",8,-1,1,"2353563"
9,"spotify:track:2qpZjutAe3pstQsjwSXQb4","VIZE, Joker Bra, Leony","Paradise","Ultra Records, LLC",9,13,7,"2193508"
10,"spotify:track:6i7zAdNhzUN2k1HcrBxPHG","Ofenbach, Quarterhead, Norma Jean Martine","Head Shoulders Knees & Toes (feat. Norma Jean Martine)","Elektra France",10,10,11,"1995233"
11,"spotify:track:2i4iMzEPsJQoKQC89xKDC4","Bonez MC, LX","NIEMALS UNTER 1000","187 Strassenbande & Vertigo/Capitol",4,4,2,"1778153"
12,"spotify:track:6bM4daGlfZHtKMQp8tEqVz","Bausa, Juju","2012","WM Germany",3,17,7,"1738425"
13,"spotify:track:2WRTnY0slmFgWcrmEr8dPj","Apache 207","Bläulich","Four Music Local",1,18,14,"1694726"
14,"spotify:track:1xQ6trAsedVPCdbtDAmk0c","Jawsh 685, Jason Derulo","Savage Love (Laxed - Siren Beat)","Columbia",2,11,17,"1670539"
15,"spotify:track:4ow1etGbQ8kfbAT3QPlmhN","Gentleman, Luciano, Ezhel","Devam","Kingstone/Gentleman",8,12,3,"1642876"
16,"spotify:track:0PvFJmanyNQMseIFrU708S","Pop Smoke, Lil Baby, DaBaby","For The Night (feat. Lil Baby & DaBaby)","Victor Victor Worldwide",16,32,14,"1593426"
17,"spotify:track:1ddbNJwDjjmCYz1GFGYnsw","Capital Bra, CRO","Frühstück in Paris","URBAN",1,14,7,"1586627"
18,"spotify:track:0y8mJFmm4ogCHnfe0oTuT6","Bonez MC","Fuckst mich nur ab","187 Strassenbande & Vertigo/Capitol",1,8,5,"1555337"
19,"spotify:track:59qrUpoplZxbIZxk6X0Bm3","Jason Derulo","Take You Dancing","Atlantic Records",19,24,11,"1548189"
20,"spotify:track:1tkg4EHVoqnhR6iFEXb60y","Pop Smoke","What You Know Bout Love","Victor Victor Worldwide",20,63,2,"1534237"
21,"spotify:track:1XdMp6v9Q3N80WnKSbGfl4","LA Vision, Gigi D'Agostino","Hollywood","Polydor",13,20,13,"1530969"
22,"spotify:track:4EmiHs5KnkApKW8pkfWdWW","Kool Savas, Alies","AMG","Sony Music/Essah Media GmbH",19,22,9,"1520005"
23,"spotify:track:1JPd9BSiiN7xrKE64Qo30m","Capital Bra","Einsam an der Spitze","URBAN",2,9,3,"1458178"
24,"spotify:track:2kvJnNMqnimkCZUUWjOINy","Bozza","Elbe","Def Jam Germany",15,15,2,"1451935"
25,"spotify:track:7ytR5pFWmSjzHJIeQkgog4","DaBaby, Roddy Ricch","ROCKSTAR (feat. Roddy Ricch)","South Coast Music Group/Interscope Records",3,28,25,"1398269"
26,"spotify:track:20McUFi8KCIVdNDLrkTDuZ","HVME","Goosebumps","Columbia/B1 Recordings",26,53,12,"1395131"
27,"spotify:track:51Of5p3lKZeOg6itfs4og4","twocolors","Lovefool","Intercord",14,27,19,"1388439"
28,"spotify:track:4Oun2ylbjFKMPTiaSbbCih","Cardi B, Megan Thee Stallion","WAP (feat. Megan Thee Stallion)","Atlantic/KSR",11,25,9,"1388235"
29,"spotify:track:5u1n1kITHCxxp8twBcZxWy","Justin Bieber, Chance the Rapper","Holy (feat. Chance The Rapper)","RBMG/Def Jam",26,26,3,"1355400"
30,"spotify:track:38wMP2KeXQXv9Bl3o63HT2","Ufo361, Sonus030","Games","Stay High",4,52,5,"1352410"
31,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",2,31,45,"1338455"
32,"spotify:track:3dy7SaVShdnjwtx9IXhtzg","AK AUSSERKONTROLLE, Bonez MC","In meinem Benz","XY Records & Vertigo Berlin",1,33,19,"1298548"
33,"spotify:track:4aZfvvgfoSfmSZpfwQYzC0","Bonez MC, Maxwell","Ihr Hobby","187 Strassenbande & Vertigo/Capitol",3,21,4,"1282243"
34,"spotify:track:2U3cgtPWyQ2AkFASLgSvJ7","Kalazh44, Capital Bra","White Nights","Kalazh44",34,-1,1,"1273261"
35,"spotify:track:7tUTCcqkMCnC9qLqbQeI0T","Felix Jaehn, Nea, Bryn Christopher","No Therapy","Intercord",35,36,7,"1271335"
36,"spotify:track:5LOJdJPzuevskkoAtLj8hb","Tujamo, VIZE, MAJAN","Lonely","Intercord",29,30,18,"1264924"
37,"spotify:track:41p4dR3CEEE0FTJrsJQBhb","Kontra K","Freunde","BMG Rights Management GmbH",10,16,3,"1262632"
38,"spotify:track:5TGcyccg8Hkgn9jB7gUpMN","VIZE, Tom Gregory","Never Let Me Down","Kontor Records",8,29,24,"1243006"
39,"spotify:track:45bE4HXI0AwGZXfZtMp8JR","Tate McRae","you broke me first","RCA Records Label",38,40,15,"1204107"
40,"spotify:track:6hw1Sy9wZ8UCxYGdpKrU6M","Apache 207","Roller","Four Music Local",1,44,59,"1202141"
41,"spotify:track:249XLLQSxCTZLh2H54cC0I","Azet, Albi","Fast Life 2","Azet & Albi/WM Germany",6,23,3,"1193399"
42,"spotify:track:5CqkgDH8QZjSqqI3HmYxDD","Pashanim","Airwaves","Urban",2,46,21,"1167956"
43,"spotify:track:2Y0wPrPQBrGhoLn14xRYCG","Juice WRLD, Marshmello","Come & Go (with Marshmello)","Grade A Productions/Interscope Records",20,47,13,"1152079"
44,"spotify:track:1d2v5wlRioMbXHSnwVEP1t","Ufo361, Sonus030","Anders","Stay High",44,-1,1,"1141542"
45,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",18,37,25,"1140406"
46,"spotify:track:2MlOUXmcofMackX3bxfSwi","Master KG, Nomcebo Zikode","Jerusalema (feat. Nomcebo Zikode)","Elektra France",46,61,7,"1077930"
47,"spotify:track:2Wo6QQD1KMDWeFkkjLqwx5","SAINt JHN, Imanbek","Roses - Imanbek Remix","Craft Recordings",4,51,47,"1077064"
48,"spotify:track:6ikiAn9th3TUfS3bYS7gDX","ELIF, Samra","AUGEN ZU (feat. Samra)","Jive",9,42,5,"1071081"
49,"spotify:track:5rZlwNFl01HqLWBQGryKSm","Pop Smoke, Lil Tjay","Mood Swings (feat. Lil Tjay)","Victor Victor Worldwide",23,50,9,"1054623"
50,"spotify:track:0vWUhCPxpJOJR5urYbZypB","Purple Disco Machine, Sophie and the Giants","Hypnotized","Positiva",50,58,10,"1034074"
51,"spotify:track:2u6Jm2klS4yvAlbSHlxUwI","Robin Schulz, Wes","Alane","WM Germany",11,48,16,"1022690"
52,"spotify:track:1O2gOblgfyostGPbLzqghY","Mark Forster, VIZE","Bist du Okay","Four Music Local",52,57,2,"1015027"
53,"spotify:track:1Tqshmc0rnQPaIGJfRp2Da","Dennis Lloyd","Alien","Arista Records",53,60,7,"1014256"
54,"spotify:track:3H7ihDc1dqLriiWXwsc2po","Topic, A7S","Breaking Me","Intercord",5,59,40,"987438"
55,"spotify:track:5KCbr5ndeby4y4ggthdiAb","Shawn Mendes","Wonder","Shawn Mendes LP4-5 PS/ Island",55,-1,1,"986568"
56,"spotify:track:5FNhlq7JSnm1kisNKeuVAP","Capital Bra, Clueso, KC Rebell","Andere Welt","URBAN",2,45,11,"969429"
57,"spotify:track:6rlT8kK9gloJCQayiLaEoT","Ufo361, Sonus030","Playlist","Stay High",2,146,8,"966180"
58,"spotify:track:0t1kP63rueHleOhQkYSXFY","BTS","Dynamite","BIGHIT MUSIC",44,64,7,"952019"
59,"spotify:track:01qOl2pM8emx1sxdBQc05g","LEA, MAJAN","Beifahrersitz","Four Music/Treppenhaus Records",52,54,4,"943757"
60,"spotify:track:5N92YoWttffe7U5v2j2ZA6","Bonez MC","Papa ist in Hollywood","187 Strassenbande & Vertigo/Capitol",5,35,4,"939573"
61,"spotify:track:0p3euGPg5LgFeQGC7bBFuR","Miksu / Macloud, Summer Cem, Luciano, Jamule","XXL","Futura",1,65,15,"937322"
62,"spotify:track:1NP8fog78p0wDNuL8Oy4Jk","LX","Bunte Packs","187 Strassenbande",62,-1,1,"936140"
63,"spotify:track:6AGOKlMZWLCaEJGnaROtF9","Ritt Momney","Put Your Records On","Columbia",63,76,3,"935348"
64,"spotify:track:3hbHVdyA6cyVUBBLQ0RbUU","Kool Savas, Sido, Nessi","Dicka Was","Sony Music/Essah Media GmbH",16,41,3,"931112"
65,"spotify:track:0F9AHUzzvk7pLxC4Xi3p1t","badmómzjay","Supernova","Vertigo Berlin",49,49,2,"918258"
66,"spotify:track:3lHuDW8SiPtnIMmaTiDFVe","Bonez MC, Gzuz, Maxwell, LX, Sa4","187 Gang","187 Strassenbande & Vertigo/Capitol",6,43,4,"917386"
67,"spotify:track:4SCM1b1vS70TtNQmO7Lo7B","Ufo361","04:30","Stay High",12,-1,16,"909219"
68,"spotify:track:5qw4APHP5RxJjWDpyEiiWf","Kontra K, Capital Bra","Alles dreht sich (feat. Capital Bra)","BMG Rights Management GmbH",7,7,2,"902032"
69,"spotify:track:7kDUspsoYfLkWnZR7qwHZl","mgk, blackbear","my ex's best friend (with blackbear)","Bad Boy/Interscope Records",62,62,8,"889484"
70,"spotify:track:0QjjaCaXE45mvhCnV3C0TA","Apache 207","Fame","Four Music Local",1,66,22,"878285"
71,"spotify:track:6EDO9iiTtwNv6waLwa1UUq","DJ Khaled, Drake","POPSTAR (feat. Drake)","OVO/We The Best/Epic",35,56,11,"877082"
72,"spotify:track:1Wglkdp7YWHAHwFsBKZJzb","Olexesh, Jugglerz","Nehm sie mit","Vertigo Berlin",72,-1,1,"868542"
73,"spotify:track:6du77YHyGWoFjbuHCFBHU3","Ufo361, Sonus030","Shit Changed","Stay High",4,125,11,"854911"
74,"spotify:track:2r6OAV3WsYtXuXjvJ1lIDi","Pop Smoke, A Boogie Wit da Hoodie","Hello (feat. A Boogie Wit da Hoodie)","Victor Victor Worldwide",74,81,5,"841045"
75,"spotify:track:2SAqBLGA283SUiwJ3xOUVI","Drake, Lil Durk","Laugh Now Cry Later (feat. Lil Durk)","OVO",22,69,8,"838618"
76,"spotify:track:1XTUu81IEyoi5nU5H6Bf3H","Sarhad","Sinne","Brandsafe Music",23,71,17,"837410"
77,"spotify:track:35RJhm1pEovTBwnNR0zWad","DJ Khaled, Drake","GREECE (feat. Drake)","OVO/We The Best/Epic",22,68,12,"836638"
78,"spotify:track:1NP7bzm8UksJUWXsuFoOwE","Mark Forster","Übermorgen","Four Music Local",28,75,23,"835717"
79,"spotify:track:3G67H7EzEhwITQn1gPuPwA","Dardan","Ma Bae","UME - Global Clearing House",11,72,11,"828234"
80,"spotify:track:7idxewQZ24F0gQy2EWE6Ug","Bonez MC","Tilidin Weg","187 Strassenbande & Vertigo/Capitol",3,55,10,"824362"
81,"spotify:track:27ycaQnQAxaPiyeg3nr2aB","Miley Cyrus","Midnight Sky","RCA Records Label",71,79,8,"816419"
82,"spotify:track:7eyc03SmeBHnAtTQP9QbI4","Ufo361, Sonus030, Data Luv","Was soll passieren","Stay High",82,-1,1,"809396"
83,"spotify:track:7jMMoHhgq6iwVT5ykyxsJt","Kontra K, Samra","Tiefschwarz (feat. Samra)","BMG Rights Management GmbH",2,38,13,"808685"
84,"spotify:track:4jVBIpuOiMj1crqd8LoCrJ","Travis Scott, Young Thug, M.I.A.","FRANCHISE (feat. Young Thug & M.I.A.)","Cactus Jack/Epic",34,34,2,"802027"
85,"spotify:track:0atjNG0rNW2m6zPaiK4Co7","Bonez MC","Roadrunner","187 Strassenbande & Vertigo/Capitol",1,67,20,"795043"
86,"spotify:track:2GoNEol0AVoS7w7qgYm6Z6","Ufo361, Sonus030, Bausa","Broken Hearts","Stay High",86,-1,1,"788958"
87,"spotify:track:1rgnBhdG2JDFTbYkYRZAku","Tones And I","Dance Monkey","Elektra (NEK)",2,87,62,"785299"
88,"spotify:track:27u7t9d7ZQoyjsCROHuZJ3","Clean Bandit, Mabel, 24kGoldn","Tick Tock (feat. 24kGoldn)","Atlantic Records UK",88,89,6,"774426"
89,"spotify:track:2ICse7t8MB60EFk6o9aUyw","Ava Max","Who's Laughing Now","Atlantic Records",89,91,8,"773302"
90,"spotify:track:2Pa34pY0FQj4loMetaiiZp","Majoe, Silva, Farid Bang","tiki taka (feat. Farid Bang)","Banger Musik III/WM Germany",90,-1,1,"773094"
91,"spotify:track:4HvTLOlKcVAocSBVjKXmVy","Milonair, Kollegah, Seyed","GHETTO HIMMEL GRAU","Blockpanorama",91,-1,1,"768136"
92,"spotify:track:6bRR9tU3WUBsC4aywSgHEO","FOURTY","WEISSER RAUCH","Life Is Pain",14,83,29,"763153"
93,"spotify:track:2dApplRxwTjKQbhec3nytB","Kontra K, AK AUSSERKONTROLLE","Sirenen (feat. AK Ausserkontrolle)","BMG Rights Management GmbH",5,39,6,"760168"
94,"spotify:track:5dlntEVwMuRUs3fIynheZP","KALIM","POP SMOKE","Urban",19,19,2,"755728"
95,"spotify:track:6Hj9jySrnFppAI0sEMCZpJ","Juice WRLD","Robbery","Grade A Productions/Interscope Records",85,105,18,"749130"
96,"spotify:track:5JmXR3MFBuL6CZPKeSFAB1","Ufo361, Sonus030","Sollte nicht sein","Stay High",96,-1,1,"745658"
97,"spotify:track:5SWnsxjhdcEDc7LJjq9UHk","21 Savage, Metro Boomin","Runnin","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",97,-1,1,"745299"
98,"spotify:track:525GY0mXYnxajolwgS8Eaz","Lucky Luke","Cooler Than Me","Columbia/B1 Recordings",38,88,21,"743886"
99,"spotify:track:1InCpEliLCkWHOBdXW7XSx","Ava Max","Kings & Queens","Atlantic Records",23,90,30,"734236"
